2011 ¼Òºñ·®,2012 ¼Òºñ·®,2013 ¼Òºñ·®,2014 ¼Òºñ·®,2015 ¼Òºñ·®,2016 ¼Òºñ·®,2017 ¼Òºñ·®,2018 ¼Òºñ·®,2019 ¼Òºñ·®,2020 ¼Òºñ·®,2021 ¼Òºñ·®,2022 ¼Òºñ·®,2023 ¼Òºñ·®,±¤Á¾,±¹°¡,´ÜÀ§,´ë·ú,Ç°¸ñ
293.867,253.700,201.000,225.800,220.751,226.106,247.578,260.381,246.674,190.106,198.989,337.973,272.189,¾Ë·ç¹Ì´½,Austria,ÃµÅæ,EUROPE,refined
10.200,10.200,10.200,29.598,21.898,30.197,27.001,27.052,31.673,29.178,39.481,3.276,2.400,¾Ë·ç¹Ì´½,Belarus,ÃµÅæ,EUROPE,refined
382.312,344.280,236.780,202.967,231.648,184.982,212.039,233.065,181.368,138.809,204.808,257.193,160.985,¾Ë·ç¹Ì´½,Belgium,ÃµÅæ,EUROPE,refined
52.188,53.527,60.645,87.027,109.824,110.526,109.522,111.927,119.211,95.958,128.057,121.134,97.254,¾Ë·ç¹Ì´½,Bulgaria,ÃµÅæ,EUROPE,refined
77.771,83.684,76.755,66.065,24.672,52.033,96.463,112.930,136.757,143.869,159.163,135.867,129.308,¾Ë·ç¹Ì´½,Croatia,ÃµÅæ,EUROPE,refined
173.054,160.590,154.357,147.329,152.171,143.921,142.835,90.579,69.129,23.958,0.000,17.994,24.624,¾Ë·ç¹Ì´½,Czech Republic,ÃµÅæ,EUROPE,refined
64.759,55.256,34.500,39.334,62.734,69.600,70.884,67.719,48.243,13.432,9.509,11.983,12.000,¾Ë·ç¹Ì´½,Denmark,ÃµÅæ,EUROPE,refined
37.175,32.170,33.007,36.964,36.272,37.133,41.203,41.824,35.433,34.831,42.271,37.806,26.215,¾Ë·ç¹Ì´½,Finland,ÃµÅæ,EUROPE,refined
583.900,546.245,588.107,693.843,655.998,731.560,706.904,692.537,671.362,585.195,659.282,619.684,520.838,¾Ë·ç¹Ì´½,France,ÃµÅæ,EUROPE,refined
2103.344,2085.629,2082.960,2289.476,2163.247,2197.239,2159.921,2139.248,1988.308,1808.000,2111.000,2075.100,1595.300,¾Ë·ç¹Ì´½,Germany,ÃµÅæ,EUROPE,refined
221.682,234.515,253.893,250.744,247.243,291.057,385.293,399.844,366.075,410.120,446.023,481.577,425.552,¾Ë·ç¹Ì´½,Greece,ÃµÅæ,EUROPE,refined
245.259,221.597,179.138,203.320,215.539,219.999,251.233,232.475,193.610,138.468,192.794,191.945,184.739,¾Ë·ç¹Ì´½,Hungary,ÃµÅæ,EUROPE,refined
0.840,0.840,0.840,0.840,0.794,2.036,1.061,0.642,1.741,1.592,9.539,9.259,9.076,¾Ë·ç¹Ì´½,Ireland,ÃµÅæ,EUROPE,refined
994.403,751.788,709.120,810.463,800.926,908.805,924.155,950.527,938.394,768.121,950.254,1018.483,801.035,¾Ë·ç¹Ì´½,Italy,ÃµÅæ,EUROPE,refined
1.942,2.329,2.809,3.027,3.930,4.592,5.185,6.426,5.353,4.749,5.309,5.603,5.852,¾Ë·ç¹Ì´½,Macedonia,ÃµÅæ,EUROPE,refined
146.400,146.400,146.400,146.400,146.400,146.400,112.800,112.800,112.800,112.800,104.000,60.000,60.000,¾Ë·ç¹Ì´½,Netherlands,ÃµÅæ,EUROPE,refined
180.000,180.000,222.015,187.563,222.630,240.000,240.000,222.587,249.600,231.324,276.000,252.000,252.000,¾Ë·ç¹Ì´½,Norway,ÃµÅæ,EUROPE,refined
266.842,282.417,148.413,147.833,192.372,229.532,234.690,288.192,281.729,283.401,278.712,276.311,249.321,¾Ë·ç¹Ì´½,Poland,ÃµÅæ,EUROPE,refined
75.811,64.902,61.882,73.227,94.984,106.951,113.695,109.994,110.537,98.479,123.245,114.521,108.729,¾Ë·ç¹Ì´½,Portugal,ÃµÅæ,EUROPE,refined
190.206,177.306,194.505,217.494,213.014,218.295,223.871,224.817,232.480,222.880,238.058,183.743,193.836,¾Ë·ç¹Ì´½,Romania,ÃµÅæ,EUROPE,refined
685.000,685.000,684.960,667.830,692.000,684.960,684.960,696.000,696.000,616.000,600.000,600.000,600.000,¾Ë·ç¹Ì´½,Russia,ÃµÅæ,EUROPE,refined
142.469,128.694,105.892,101.077,101.142,94.988,91.024,109.179,103.659,48.357,72.737,58.614,68.109,¾Ë·ç¹Ì´½,Serbia,ÃµÅæ,EUROPE,refined
29.453,28.800,28.800,28.800,28.800,28.800,29.828,108.686,103.195,86.737,115.958,53.670,29.528,¾Ë·ç¹Ì´½,Slovakia,ÃµÅæ,EUROPE,refined
136.864,133.237,197.080,146.363,134.579,123.404,120.108,114.483,75.281,68.255,68.883,72.487,132.725,¾Ë·ç¹Ì´½,Slovenia,ÃµÅæ,EUROPE,refined
597.824,566.595,595.491,727.457,563.947,686.061,710.487,793.746,737.749,673.425,806.929,483.150,423.252,¾Ë·ç¹Ì´½,Spain,ÃµÅæ,EUROPE,refined
136.672,115.508,90.542,141.184,112.781,143.474,147.958,142.037,87.234,93.002,133.424,105.685,106.830,¾Ë·ç¹Ì´½,Sweden,ÃµÅæ,EUROPE,refined
237.793,218.420,223.223,251.718,300.353,322.919,315.854,210.417,218.303,170.947,215.391,241.139,230.346,¾Ë·ç¹Ì´½,Switzerland,ÃµÅæ,EUROPE,refined
31.764,29.807,32.255,15.257,7.365,9.608,13.957,14.632,12.058,7.322,2.947,0.376,1.853,¾Ë·ç¹Ì´½,Ukraine,ÃµÅæ,EUROPE,refined
270.000,270.000,270.000,270.000,270.000,241.200,241.200,180.000,180.000,171.000,180.000,180.000,180.000,¾Ë·ç¹Ì´½,United Kingdom,ÃµÅæ,EUROPE,refined
4.272,5.734,11.105,14.324,15.102,17.392,23.319,20.903,1.433,3.673,3.348,1.585,6.694,¾Ë·ç¹Ì´½,Algeria,ÃµÅæ,AFRICA,refined
22.540,11.235,11.400,11.400,11.400,11.400,11.400,11.400,24.537,22.514,17.692,22.604,18.100,¾Ë·ç¹Ì´½,Cameroon,ÃµÅæ,AFRICA,refined
264.376,324.869,254.283,232.950,260.397,224.864,220.096,273.972,243.693,102.953,146.400,137.943,30.412,¾Ë·ç¹Ì´½,Egypt,ÃµÅæ,AFRICA,refined
18.000,18.000,14.364,14.160,13.552,9.913,9.702,3.480,0.600,7.901,16.579,14.400,14.400,¾Ë·ç¹Ì´½,Ghana,ÃµÅæ,AFRICA,refined
25.041,21.012,21.940,23.792,26.473,37.552,47.035,48.288,68.873,78.019,130.311,147.452,156.541,¾Ë·ç¹Ì´½,Morocco,ÃµÅæ,AFRICA,refined
15.840,15.840,15.840,15.840,15.840,15.840,15.840,15.720,15.600,12.000,15.600,15.600,14.400,¾Ë·ç¹Ì´½,Nigeria,ÃµÅæ,AFRICA,refined
259.362,233.255,256.402,234.320,221.159,244.789,230.371,243.583,222.238,166.758,223.098,158.763,148.196,¾Ë·ç¹Ì´½,South Africa,ÃµÅæ,AFRICA,refined
400.000,450.000,450.000,450.000,450.000,450.000,450.000,450.000,456.000,474.000,392.000,240.000,413.400,¾Ë·ç¹Ì´½,Bahrain,ÃµÅæ,ASIA,refined
29.185,49.691,52.152,55.268,72.750,76.701,83.474,92.089,105.200,87.800,60.500,54.100,72.100,¾Ë·ç¹Ì´½,Bangladesh,ÃµÅæ,ASIA,refined
19638.963,22585.394,26442.923,28003.298,31068.071,32562.841,31907.962,35520.746,36175.078,39114.024,40980.452,41940.667,43720.773,¾Ë·ç¹Ì´½,China,ÃµÅæ,ASIA,refined
26.499,32.689,35.126,24.508,23.657,25.549,30.960,20.755,25.523,16.754,24.815,10.486,4.800,¾Ë·ç¹Ì´½,Hong Kong,ÃµÅæ,ASIA,refined
1569.173,1689.955,1558.723,1655.094,1521.482,2201.514,2253.285,1750.005,1939.614,1669.510,1532.979,1877.232,2533.231,¾Ë·ç¹Ì´½,India,ÃµÅæ,ASIA,refined
485.231,539.792,490.702,407.316,444.143,502.008,517.761,438.020,430.742,244.212,351.220,285.797,331.656,¾Ë·ç¹Ì´½,Indonesia,ÃµÅæ,ASIA,refined
271.517,300.720,211.633,257.779,281.520,273.858,296.800,268.599,229.631,414.964,339.373,314.965,425.972,¾Ë·ç¹Ì´½,Iran,ÃµÅæ,ASIA,refined
66.888,61.310,66.675,61.200,55.000,41.359,53.317,57.967,49.282,44.412,77.550,66.433,23.800,¾Ë·ç¹Ì´½,Israel,ÃµÅæ,ASIA,refined
1945.801,1981.590,1771.825,2033.703,1778.716,1741.648,1949.571,1978.636,1765.122,1432.939,1741.060,1716.200,1351.298,¾Ë·ç¹Ì´½,Japan,ÃµÅæ,ASIA,refined
296.354,189.443,154.623,276.948,482.300,276.041,287.561,363.660,569.337,853.555,655.200,301.871,738.562,¾Ë·ç¹Ì´½,Malaysia,ÃµÅæ,ASIA,refined
21.600,21.600,21.600,21.600,21.600,21.600,21.600,21.600,21.600,21.600,21.600,21.600,21.600,¾Ë·ç¹Ì´½,North Korea,ÃµÅæ,ASIA,refined
29.312,25.266,24.190,29.039,30.550,37.325,40.602,44.722,37.837,20.886,28.816,15.523,5.397,¾Ë·ç¹Ì´½,Philippines,ÃµÅæ,ASIA,refined
125.000,150.000,150.000,162.000,273.936,267.123,378.000,507.841,598.621,649.604,710.446,688.564,786.805,¾Ë·ç¹Ì´½,Saudi Arabia,ÃµÅæ,ASIA,refined
60.000,60.000,60.000,45.927,37.781,38.398,51.063,51.060,51.060,51.060,51.060,51.060,51.060,¾Ë·ç¹Ì´½,Singapore,ÃµÅæ,ASIA,refined
1233.309,1278.490,1241.119,1282.288,1365.766,1453.087,1420.196,1151.176,1157.481,1062.228,1212.106,1230.311,1290.904,¾Ë·ç¹Ì´½,South Korea,ÃµÅæ,ASIA,refined
431.517,418.931,464.866,532.980,540.489,510.438,478.522,575.396,523.450,686.396,516.907,512.472,398.198,¾Ë·ç¹Ì´½,Taiwan,ÃµÅæ,ASIA,refined
404.424,478.901,508.190,462.485,493.364,575.405,654.187,675.561,646.431,471.815,618.290,508.901,412.087,¾Ë·ç¹Ì´½,Thailand,ÃµÅæ,ASIA,refined
870.173,924.909,866.953,915.351,951.548,949.470,960.711,953.603,970.871,1062.000,1563.920,1408.333,1375.265,¾Ë·ç¹Ì´½,Turkey,ÃµÅæ,ASIA,refined
750.000,835.000,835.000,834.960,780.380,834.960,834.960,834.960,834.960,793.740,780.000,780.000,780.000,¾Ë·ç¹Ì´½,United Arab Emirates,ÃµÅæ,ASIA,refined
101.880,101.880,101.880,101.880,101.880,150.000,200.000,206.326,261.037,266.100,330.900,266.750,320.869,¾Ë·ç¹Ì´½,Vietnam,ÃµÅæ,ASIA,refined
138.177,117.776,126.437,123.934,146.056,99.225,106.730,94.096,82.910,92.142,118.452,131.078,126.252,¾Ë·ç¹Ì´½,Argentina,ÃµÅæ,AMERICA,refined
1077.111,1021.376,988.245,1026.911,801.180,764.151,867.587,872.800,892.455,843.484,1135.265,816.338,855.075,¾Ë·ç¹Ì´½,Brazil,ÃµÅæ,AMERICA,refined
638.665,502.537,473.972,530.914,541.363,584.270,433.791,508.899,500.000,443.340,515.688,498.075,557.357,¾Ë·ç¹Ì´½,Canada,ÃµÅæ,AMERICA,refined
23.086,22.801,32.597,45.564,50.984,29.468,27.037,31.976,27.134,18.648,26.021,23.795,19.066,¾Ë·ç¹Ì´½,Colombia,ÃµÅæ,AMERICA,refined
151.000,137.100,144.600,211.625,183.900,207.700,231.100,256.630,253.100,247.700,349.400,327.900,311.300,¾Ë·ç¹Ì´½,Mexico,ÃµÅæ,AMERICA,refined
5.272,3.603,3.695,3.279,2.249,2.274,3.418,3.998,3.733,4.237,5.421,4.385,4.503,¾Ë·ç¹Ì´½,Uruguay,ÃµÅæ,AMERICA,refined
4059.999,4875.069,4632.070,5250.052,5324.960,5120.787,5701.597,4674.445,4891.234,4314.475,4676.028,4934.465,4355.246,¾Ë·ç¹Ì´½,U.S.A.,ÃµÅæ,AMERICA,refined
243.824,190.093,186.615,104.842,79.977,82.723,108.059,31.034,12.000,6.000,6.000,6.000,6.000,¾Ë·ç¹Ì´½,Venezuela,ÃµÅæ,AMERICA,refined
276.309,233.216,284.042,300.592,199.332,267.149,240.000,188.160,179.488,234.145,250.933,191.820,145.800,¾Ë·ç¹Ì´½,Australia,ÃµÅæ,OCEANIA,refined
78.800,78.800,78.820,78.840,78.760,97.853,96.108,106.800,106.800,101.760,104.452,123.200,95.102,¾Ë·ç¹Ì´½,New Zealand,ÃµÅæ,OCEANIA,refined
2000.000,1500.000,1000.000,1885.800,606.900,606.900,606.900,606.900,606.900,606.900,606.900,606.900,606.900,Ä«µå¹Å,Belgium,Åæ,EUROPE,refined
100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,Ä«µå¹Å,France,Åæ,EUROPE,refined
100.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,Ä«µå¹Å,Germany,Åæ,EUROPE,refined
100.000,50.000,50.000,50.000,50.000,50.000,50.000,50.040,50.040,50.040,50.040,50.040,50.040,Ä«µå¹Å,Italy,Åæ,EUROPE,refined
527.000,240.000,412.000,402.000,369.000,298.000,298.000,298.000,298.000,298.000,298.000,298.000,298.800,Ä«µå¹Å,Poland,Åæ,EUROPE,refined
30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,Ä«µå¹Å,Serbia,Åæ,EUROPE,refined
1087.300,1147.700,988.000,987.600,987.600,1016.015,1142.787,971.799,957.899,1032.161,1006.655,1270.800,1270.800,Ä«µå¹Å,Sweden,Åæ,EUROPE,refined
20.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,Ä«µå¹Å,United Kingdom,Åæ,EUROPE,refined
13946.000,14000.000,17857.000,18060.000,17871.000,17365.000,16582.000,13534.000,10886.000,8692.123,8693.008,8692.900,8692.800,Ä«µå¹Å,China,Åæ,ASIA,refined
350.361,483.155,472.719,400.960,256.975,523.350,467.614,468.450,470.430,470.514,471.361,462.796,811.313,Ä«µå¹Å,India,Åæ,ASIA,refined
1734.534,1840.786,1038.200,1879.116,1949.649,1972.622,2189.223,1836.972,1797.076,1974.704,1941.229,1651.200,1892.400,Ä«µå¹Å,Japan,Åæ,ASIA,refined
2963.000,2958.000,3958.100,3958.100,3958.100,3995.061,3995.099,4900.110,4496.213,4495.908,4495.389,4495.400,4497.200,Ä«µå¹Å,South Korea,Åæ,ASIA,refined
176.000,176.000,176.000,176.000,176.000,176.000,176.000,176.000,176.000,176.000,176.000,176.000,176.300,Ä«µå¹Å,Brazil,Åæ,AMERICA,refined
126.157,126.327,129.354,119.333,116.605,202.548,197.496,140.710,144.954,177.801,166.766,247.435,119.990,Ä«µå¹Å,Canada,Åæ,AMERICA,refined
159.000,159.000,159.000,159.000,159.000,159.000,159.000,159.000,159.000,159.000,159.000,159.000,159.000,Ä«µå¹Å,Mexico,Åæ,AMERICA,refined
490.000,476.282,670.959,490.605,379.617,630.007,629.991,630.213,630.322,1510.276,1510.062,1172.000,1180.000,Ä«µå¹Å,U.S.A.,Åæ,AMERICA,refined
24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,Ä«µå¹Å,Australia,Åæ,OCEANIA,refined
0.300,0.300,0.300,0.300,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,µ¿,Albania,ÃµÅæ,EUROPE,refined
34.000,27.000,27.000,27.000,35.783,35.561,34.800,34.800,34.800,34.800,34.800,34.800,34.800,µ¿,Austria,ÃµÅæ,EUROPE,refined
240.873,225.724,217.976,243.436,288.798,251.126,190.787,243.547,230.736,230.552,258.593,280.761,259.707,µ¿,Belgium,ÃµÅæ,EUROPE,refined
49.100,29.589,42.521,52.220,36.015,50.602,72.752,69.821,70.206,61.926,63.538,74.890,76.689,µ¿,Bulgaria,ÃµÅæ,EUROPE,refined
2.400,2.400,0.600,0.600,0.470,0.838,1.107,1.356,1.812,1.763,2.231,2.782,2.525,µ¿,Czech Republic,ÃµÅæ,EUROPE,refined
0.035,0.087,0.180,0.066,0.083,0.099,0.077,0.041,0.036,0.012,0.037,0.019,0.019,µ¿,Denmark,ÃµÅæ,EUROPE,refined
85.518,71.928,68.082,68.070,68.886,76.404,62.183,67.647,62.726,43.777,74.421,84.546,80.266,µ¿,Finland,ÃµÅæ,EUROPE,refined
183.111,178.027,200.619,206.724,182.285,195.939,209.529,201.015,199.320,172.394,171.276,159.988,161.779,µ¿,France,ÃµÅæ,EUROPE,refined
1246.979,1110.321,1122.760,1162.229,1218.920,1243.084,1180.199,1200.320,1017.363,1053.970,972.430,1008.067,925.419,µ¿,Germany,ÃµÅæ,EUROPE,refined
49.155,50.605,53.390,54.347,59.579,73.865,81.735,61.357,65.200,71.137,70.972,67.347,67.987,µ¿,Greece,ÃµÅæ,EUROPE,refined
1.291,2.416,0.300,0.050,0.120,0.585,1.057,0.620,0.416,0.476,0.665,0.719,0.508,µ¿,Hungary,ÃµÅæ,EUROPE,refined
0.005,0.221,0.402,0.308,0.155,0.267,0.290,0.034,0.003,0.026,0.060,0.060,0.060,µ¿,Ireland,ÃµÅæ,EUROPE,refined
607.934,570.026,551.605,625.072,612.960,595.975,635.099,552.110,555.744,475.102,610.968,631.594,592.110,µ¿,Italy,ÃµÅæ,EUROPE,refined
50.400,50.400,50.400,50.400,50.400,50.400,50.400,50.400,50.400,50.400,50.400,50.400,50.400,µ¿,Netherlands,ÃµÅæ,EUROPE,refined
0.000,0.000,0.000,0.000,0.277,0.000,0.487,0.480,0.480,0.480,0.480,0.480,0.480,µ¿,Norway,ÃµÅæ,EUROPE,refined
251.086,247.930,238.557,277.364,280.392,283.885,274.182,295.991,286.637,286.093,302.227,307.696,298.462,µ¿,Poland,ÃµÅæ,EUROPE,refined
4.574,4.643,5.002,7.537,12.967,15.200,15.583,12.585,9.071,5.935,0.475,0.613,1.388,µ¿,Portugal,ÃµÅæ,EUROPE,refined
1.056,0.582,0.584,0.533,2.560,3.266,0.922,1.207,0.857,0.674,1.935,1.311,1.800,µ¿,Romania,ÃµÅæ,EUROPE,refined
587.181,651.910,664.804,611.349,329.520,370.801,385.349,386.714,355.194,358.342,420.000,420.000,420.000,µ¿,Russia,ÃµÅæ,EUROPE,refined
47.146,35.412,25.251,18.447,22.504,20.230,16.001,16.441,14.100,15.566,16.510,18.530,17.968,µ¿,Serbia,ÃµÅæ,EUROPE,refined
2.226,4.219,0.480,0.300,6.665,17.742,16.198,18.294,19.923,24.513,20.741,10.580,2.115,µ¿,Slovakia,ÃµÅæ,EUROPE,refined
329.735,307.338,298.293,311.297,333.725,311.742,339.548,358.457,364.946,348.973,337.702,356.019,343.380,µ¿,Spain,ÃµÅæ,EUROPE,refined
158.223,139.509,121.809,118.075,123.856,128.392,133.577,121.664,147.965,114.913,136.017,120.426,187.850,µ¿,Sweden,ÃµÅæ,EUROPE,refined
2.290,1.990,2.100,2.081,1.710,1.595,1.390,1.343,0.684,0.453,0.684,0.885,0.353,µ¿,Switzerland,ÃµÅæ,EUROPE,refined
16.443,22.389,16.003,12.352,11.623,21.112,24.258,21.613,26.264,21.830,24.670,25.674,26.406,µ¿,Ukraine,ÃµÅæ,EUROPE,refined
22.800,22.800,22.800,22.800,23.026,21.895,19.032,18.000,18.000,14.400,14.400,16.090,12.343,µ¿,United Kingdom,ÃµÅæ,EUROPE,refined
0.155,0.610,0.245,0.049,0.451,0.626,0.984,1.862,2.400,0.420,0.420,0.420,0.420,µ¿,Algeria,ÃµÅæ,AFRICA,refined
126.534,132.073,84.476,63.261,95.632,72.540,58.439,88.181,81.532,108.000,108.000,108.000,108.000,µ¿,Egypt,ÃµÅæ,AFRICA,refined
87.427,89.824,85.082,52.102,57.477,40.449,35.232,21.600,21.600,21.600,21.600,21.600,21.600,µ¿,South Africa,ÃµÅæ,AFRICA,refined
0.480,0.200,0.240,0.240,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,µ¿,Tunisia,ÃµÅæ,AFRICA,refined
12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,12.000,µ¿,Zambia,ÃµÅæ,AFRICA,refined
3.903,3.000,5.160,3.602,4.734,5.887,5.869,5.981,6.000,6.000,6.000,6.000,6.000,µ¿,Zimbabwe,ÃµÅæ,AFRICA,refined
7880.807,8895.604,9830.099,11302.743,11353.089,11642.230,11790.487,12482.256,12799.538,14527.363,13885.185,14684.595,16485.789,µ¿,China,ÃµÅæ,ASIA,refined
4.800,4.800,4.800,4.800,4.800,4.800,4.800,4.800,4.800,4.800,4.800,4.800,4.800,µ¿,Hong Kong,ÃµÅæ,ASIA,refined
402.243,455.790,423.281,434.237,491.426,499.266,485.615,512.376,526.718,431.748,502.642,684.184,837.225,µ¿,India,ÃµÅæ,ASIA,refined
214.173,244.185,243.869,244.679,228.983,202.989,219.662,230.723,179.828,166.100,167.045,185.367,243.519,µ¿,Indonesia,ÃµÅæ,ASIA,refined
191.091,198.500,176.000,148.258,156.848,94.610,114.061,122.447,122.400,122.400,122.400,156.959,228.458,µ¿,Iran,ÃµÅæ,ASIA,refined
1003.312,984.962,996.365,1072.386,997.483,972.689,997.953,1039.206,1010.656,890.700,909.393,892.016,805.184,µ¿,Japan,ÃµÅæ,ASIA,refined
40.367,55.200,55.200,55.200,44.838,16.955,26.208,24.000,38.430,34.588,34.600,34.600,34.600,µ¿,Kazakhstan,ÃµÅæ,ASIA,refined
12.194,12.000,12.000,12.000,13.457,21.664,30.322,16.337,14.622,2.400,2.400,2.400,2.400,µ¿,Kuwait,ÃµÅæ,ASIA,refined
15.771,4.704,9.200,3.326,3.249,1.678,1.680,1.680,1.680,1.680,1.680,1.680,1.680,µ¿,Laos,ÃµÅæ,ASIA,refined
207.160,188.983,182.900,161.326,239.010,242.401,261.125,204.269,279.546,132.518,224.230,269.718,248.688,µ¿,Malaysia,ÃµÅæ,ASIA,refined
8.503,4.046,4.200,4.200,4.200,4.200,4.200,4.200,4.200,3.750,3.600,3.600,3.600,µ¿,Myanmar,ÃµÅæ,ASIA,refined
