국가명,기간,수입금액(천불),수입중량(톤),수출금액(천불),수출중량(톤),품목명
몽 골,2022,0.0,0.0,4.0,33.0,석회석류
미 국,2022,498.0,1001.0,32.0,48.0,석회석류
미얀마,2022,,,,,석회석류
방글라데시,2022,0.0,0.0,2.0,0.0,석회석류
베 트 남,2022,18551.0,615420.0,32.0,93.0,석회석류
브 라 질,2022,,,,,석회석류
스 웨 덴,2022,0.0,0.0,0.0,0.0,석회석류
스위스,2022,0.0,0.0,2.0,1.0,석회석류
스 페 인,2022,2.0,11.0,0.0,0.0,석회석류
싱가포르,2022,0.0,0.0,1.0,0.0,석회석류
UAE,2022,0.0,0.0,0.0,0.0,석회석류
영 국,2022,17.0,14.0,0.0,0.0,석회석류
오 만,2022,200.0,336.0,0.0,0.0,석회석류
우즈베키스탄,2022,0.0,0.0,10.0,85.0,석회석류
이 라 크,2022,0.0,0.0,1.0,0.0,석회석류
이 란,2022,26.0,124.0,0.0,0.0,석회석류
이 집 트,2022,,,,,석회석류
이탈리아,2022,475.0,1536.0,0.0,0.0,석회석류
인 도,2022,0.0,0.0,0.0,0.0,석회석류
인도네시아,2022,0.0,0.0,42.0,67.0,석회석류
일 본,2022,37284.0,1503042.0,7067.0,301731.0,석회석류
중 국,2022,2381.0,10055.0,633.0,5302.0,석회석류
캄보디아,2022,,,,,석회석류
캐 나 다,2022,0.0,0.0,0.0,0.0,석회석류
태 국,2022,11.0,17.0,0.0,0.0,석회석류
튀니지,2022,6.0,21.0,0.0,0.0,석회석류
튀르키예,2022,0.0,0.0,4.0,6.0,석회석류
파키스탄,2022,57.0,411.0,0.0,0.0,석회석류
포르투갈,2022,,,,,석회석류
프 랑 스,2022,112.0,315.0,0.0,0.0,석회석류
필 리 핀,2022,0.0,0.0,5.0,34.0,석회석류
헝가리,2022,0.0,0.0,12.0,34.0,석회석류
호 주,2022,0.0,0.0,0.0,0.0,석회석류
홍콩,2022,0.0,0.0,0.0,0.0,석회석류
남아프리카공화국,2021,,,,,규석
네덜란드,2021,250.0,1006.0,0.0,0.0,규석
뉴질랜드,2021,,,,,규석
대 만,2021,754.0,881.0,19.0,31.0,규석
덴마크,2021,,,,,규석
독 일,2021,364.0,987.0,0.0,0.0,규석
러시아연방,2021,6.0,3.0,0.0,0.0,규석
마다가스카르,2021,,,,,규석
말레이시아,2021,0.0,0.0,0.0,0.0,규석
몽,2021,,,,,규석
미 국,2021,43.0,27.0,7874.0,19942.0,규석
베 트 남,2021,70.0,440.0,43.0,92.0,규석
벨 기 에,2021,478.0,1827.0,0.0,0.0,규석
브라질,2021,,,,,규석
사우디아라비아,2021,0.0,0.0,0.0,0.0,규석
스리랑카,2021,262.0,1145.0,0.0,0.0,규석
스위스,2021,,,,,규석
스페인,2021,,,,,규석
싱가포르,2021,0.0,0.0,0.0,0.0,규석
영 국,2021,1.0,0.0,0.0,0.0,규석
우크라이나,2021,0.0,0.0,0.0,0.0,규석
이집트,2021,,,,,규석
이탈리아,2021,1.0,0.0,0.0,0.0,규석
인 도,2021,6755.0,57865.0,0.0,0.0,규석
인도네시아,2021,1.0,1.0,0.0,0.0,규석
일 본,2021,63.0,34.0,152.0,2109.0,규석
중 국,2021,25777.0,81945.0,2101.0,3433.0,규석
체코공화국,2021,,,,,규석
캐 나 다,2021,0.0,0.0,0.0,0.0,규석
태 국,2021,0.0,0.0,497.0,1560.0,규석
튀르키예,2021,1304.0,5340.0,2.0,4.0,규석
파키스탄,2021,39.0,384.0,0.0,0.0,규석
페루,2021,,,,,규석
프랑스,2021,1.0,0.0,1.0,0.0,규석
필리핀,2021,,,,,규석
헝가리,2021,,,,,규석
호 주,2021,0.0,0.0,2.0,0.0,규석
홍 콩,2021,0.0,0.0,0.0,0.0,규석
남아프리카공화국,2022,0.0,0.0,0.0,0.0,규석
네덜란드,2022,169.0,684.0,2.0,0.0,규석
뉴질랜드,2022,0.0,0.0,1.0,0.0,규석
대 만,2022,757.0,887.0,26.0,39.0,규석
덴마크,2022,1.0,0.0,0.0,0.0,규석
독 일,2022,522.0,1519.0,0.0,0.0,규석
러시아연방,2022,,,,,규석
마다가스카르,2022,0.0,0.0,0.0,0.0,규석
말레이시아,2022,0.0,0.0,1.0,0.0,규석
몽골,2022,0.0,0.0,0.0,0.0,규석
미 국,2022,586.0,75.0,1850.0,4598.0,규석
베 트 남,2022,28.0,144.0,141.0,241.0,규석
벨 기 에,2022,892.0,3853.0,0.0,0.0,규석
브라질,2022,0.0,0.0,0.0,0.0,규석
사우디아라비아,2022,,,,,규석
스리랑카,2022,416.0,1660.0,0.0,0.0,규석
스위스,2022,0.0,0.0,1.0,0.0,규석
스페인,2022,0.0,0.0,0.0,0.0,규석
싱가포르,2022,0.0,0.0,7.0,13.0,규석
영 국,2022,2.0,0.0,0.0,0.0,규석
우크라이나,2022,,,,,규석
이집트,2022,0.0,0.0,0.0,0.0,규석
이탈리아,2022,7.0,50.0,0.0,1.0,규석
인 도,2022,7854.0,58467.0,0.0,0.0,규석
인도네시아,2022,0.0,0.0,1.0,0.0,규석
일 본,2022,61.0,25.0,281.0,7057.0,규석
중 국,2022,4416.0,16986.0,1391.0,1997.0,규석
체코공화국,2022,0.0,0.0,16.0,48.0,규석
캐 나 다,2022,0.0,0.0,0.0,0.0,규석
태 국,2022,14.0,20.0,527.0,1555.0,규석
튀르키예,2022,2372.0,9360.0,2.0,1.0,규석
파키스탄,2022,125.0,1255.0,0.0,0.0,규석
페루,2022,0.0,0.0,0.0,0.0,규석
프랑스,2022,0.0,0.0,3.0,0.0,규석
필리핀,2022,0.0,0.0,253.0,7678.0,규석
헝가리,2022,0.0,0.0,1.0,3.0,규석
호 주,2022,,,,,규석
홍 콩,2022,0.0,0.0,0.0,0.0,규석
그리스,2021,591.0,659.0,0.0,0.0,마그네사이트
네덜란드,2021,40.0,35.0,0.0,0.0,마그네사이트
대 만,2021,0.0,0.0,189.0,287.0,마그네사이트
독 일,2021,847.0,138.0,43.0,10.0,마그네사이트
러시아연방,2021,25.0,14.0,17.0,0.0,마그네사이트
말레이시아,2021,0.0,0.0,145.0,112.0,마그네사이트
멕시코,2021,0.0,0.0,26.0,7.0,마그네사이트
미 국,2021,1225.0,669.0,17.0,1.0,마그네사이트
베트남,2021,4.0,3.0,128.0,75.0,마그네사이트
불가리아,2021,4.0,0.0,0.0,0.0,마그네사이트
브라질,2021,,,,,마그네사이트
사우디아라비아,2021,162.0,262.0,0.0,0.0,마그네사이트
사이프러스,2021,,,,,마그네사이트
스위스,2021,0.0,0.0,0.0,0.0,마그네사이트
스페인,2021,9.0,0.0,0.0,0.0,마그네사이트
싱가포르,2021,0.0,0.0,10.0,1.0,마그네사이트
UAE,2021,0.0,0.0,13.0,5.0,마그네사이트
영 국,2021,151.0,61.0,0.0,0.0,마그네사이트
오스트리아,2021,0.0,0.0,0.0,0.0,마그네사이트
이스라엘,2021,998.0,456.0,0.0,0.0,마그네사이트
이집트,2021,,,,,마그네사이트
이탈리아,2021,12.0,7.0,0.0,0.0,마그네사이트
인 도,2021,147.0,46.0,46.0,27.0,마그네사이트
인도네시아,2021,0.0,0.0,218.0,177.0,마그네사이트
일 본,2021,9922.0,8403.0,44.0,60.0,마그네사이트
중 국,2021,98537.0,237674.0,158.0,58.0,마그네사이트
체코공화국,2021,0.0,0.0,0.0,0.0,마그네사이트
쿠웨이트,2021,,,,,마그네사이트
태 국,2021,0.0,0.0,0.0,0.0,마그네사이트
튀르키예,2021,45.0,80.0,0.0,0.0,마그네사이트
파키스탄,2021,0.0,0.0,0.0,0.0,마그네사이트
폴란드,2021,0.0,0.0,0.0,0.0,마그네사이트
프랑스,2021,104.0,46.0,0.0,0.0,마그네사이트
필리핀,2021,0.0,0.0,0.0,0.0,마그네사이트
헝가리,2021,0.0,0.0,3.0,2.0,마그네사이트
호주,2021,,,,,마그네사이트
홍 콩,2021,0.0,0.0,4.0,2.0,마그네사이트
그리스,2022,578.0,586.0,0.0,0.0,마그네사이트
네덜란드,2022,400.0,481.0,0.0,0.0,마그네사이트
대 만,2022,0.0,0.0,208.0,365.0,마그네사이트
독 일,2022,571.0,72.0,1.0,0.0,마그네사이트
러시아연방,2022,0.0,0.0,84.0,11.0,마그네사이트
말레이시아,2022,0.0,0.0,72.0,10.0,마그네사이트
멕시코,2022,0.0,0.0,0.0,0.0,마그네사이트
미 국,2022,1042.0,462.0,39.0,17.0,마그네사이트
베트남,2022,1.0,0.0,164.0,92.0,마그네사이트
불가리아,2022,0.0,0.0,0.0,0.0,마그네사이트
브라질,2022,0.0,0.0,0.0,0.0,마그네사이트
사우디아라비아,2022,197.0,225.0,0.0,0.0,마그네사이트
사이프러스,2022,0.0,0.0,0.0,0.0,마그네사이트
스위스,2022,,,,,마그네사이트
스페인,2022,6.0,1.0,0.0,0.0,마그네사이트
싱가포르,2022,0.0,0.0,7.0,0.0,마그네사이트
UAE,2022,0.0,0.0,89.0,22.0,마그네사이트
영 국,2022,244.0,83.0,0.0,0.0,마그네사이트
오스트리아,2022,,,,,마그네사이트
이스라엘,2022,786.0,326.0,0.0,0.0,마그네사이트
이집트,2022,0.0,0.0,0.0,0.0,마그네사이트
이탈리아,2022,45.0,21.0,0.0,0.0,마그네사이트
인 도,2022,63.0,9.0,16.0,6.0,마그네사이트
인도네시아,2022,0.0,0.0,153.0,116.0,마그네사이트
일 본,2022,8655.0,8174.0,0.0,0.0,마그네사이트
중 국,2022,80875.0,197682.0,79.0,34.0,마그네사이트
체코공화국,2022,0.0,0.0,0.0,0.0,마그네사이트
쿠웨이트,2022,0.0,0.0,0.0,0.0,마그네사이트
태 국,2022,,,,,마그네사이트
튀르키예,2022,90.0,120.0,0.0,0.0,마그네사이트
파키스탄,2022,,,,,마그네사이트
폴란드,2022,,,,,마그네사이트
프랑스,2022,148.0,32.0,0.0,0.0,마그네사이트
필리핀,2022,,,,,마그네사이트
헝가리,2022,0.0,0.0,1.0,0.0,마그네사이트
호주,2022,0.0,0.0,0.0,0.0,마그네사이트
홍 콩,2022,0.0,0.0,1.0,1.0,마그네사이트
남아프리카공화국,2021,,,,,무연탄
대만,2021,0.0,0.0,44.0,55.0,무연탄
러시아연방,2021,362847.0,2617288.0,0.0,0.0,무연탄
말레이시아,2021,0.0,0.0,20.0,34.0,무연탄
멕시코,2021,0.0,0.0,4.0,5.0,무연탄
미국,2021,,,,,무연탄
미얀마,2021,0.0,0.0,52.0,214.0,무연탄
베 트 남,2021,35267.0,208280.0,14.0,4.0,무연탄
UAE,2021,0.0,0.0,3.0,13.0,무연탄
영국,2021,,,,,무연탄
인도네시아,2021,0.0,0.0,30.0,10.0,무연탄
일본,2021,1.0,0.0,0.0,0.0,무연탄
중 국,2021,14460.0,67040.0,0.0,0.0,무연탄
체코공화국,2021,,,,,무연탄
캐나다,2021,,,,,무연탄
태 국,2021,0.0,0.0,2.0,2.0,무연탄
페루,2021,8077.0,91680.0,0.0,0.0,무연탄
필 리 핀,2021,0.0,0.0,38.0,92.0,무연탄
호 주,2021,468574.0,3490636.0,0.0,0.0,무연탄
남아프리카공화국,2022,0.0,0.0,0.0,0.0,무연탄
대만,2022,,,,,무연탄
러시아연방,2022,643188.0,2107356.0,0.0,0.0,무연탄
말레이시아,2022,0.0,0.0,35.0,44.0,무연탄
멕시코,2022,0.0,0.0,4.0,3.0,무연탄
미국,2022,0.0,0.0,0.0,0.0,무연탄
미얀마,2022,0.0,0.0,37.0,92.0,무연탄
베 트 남,2022,52308.0,133510.0,9.0,11.0,무연탄
UAE,2022,,,,,무연탄
영국,2022,0.0,0.0,0.0,0.0,무연탄
인도네시아,2022,1.0,0.0,65.0,50.0,무연탄
일본,2022,,,,,무연탄
중 국,2022,60433.0,167591.0,0.0,0.0,무연탄
체코공화국,2022,0.0,0.0,27.0,34.0,무연탄
캐나다,2022,0.0,0.0,0.0,0.0,무연탄
태 국,2022,,,,,무연탄
페루,2022,59128.0,191089.0,0.0,0.0,무연탄
필 리 핀,2022,0.0,0.0,74.0,140.0,무연탄
호 주,2022,845991.0,2784568.0,0.0,0.0,무연탄
남아프리카공화국,2021,358967.0,2872362.0,0.0,0.0,유연탄
네덜란드,2021,0.0,0.0,0.0,0.0,유연탄
뉴질랜드,2021,45819.0,330077.0,0.0,0.0,유연탄
덴마크,2021,12394.0,152289.0,0.0,0.0,유연탄
러시아연방,2021,2203388.0,19336265.0,0.0,0.0,유연탄
말레이시아,2021,,,,,유연탄
모잠비크,2021,222633.0,1263719.0,0.0,0.0,유연탄
몽골,2021,0.0,0.0,0.0,0.0,유연탄
미 국,2021,304217.0,3035614.0,0.0,0.0,유연탄
브라질,2021,,,,,유연탄
사우디아라비아,2021,,,,,유연탄
스위스,2021,,,,,유연탄
싱가포르,2021,0.0,0.0,0.0,0.0,유연탄
UAE,2021,,,,,유연탄
에스토니아,2021,,,,,유연탄
영국,2021,0.0,0.0,0.0,0.0,유연탄
인도,2021,5584.0,85948.0,0.0,0.0,유연탄
인도네시아,2021,1514197.0,18919109.0,0.0,0.0,유연탄
일본,2021,0.0,0.0,0.0,0.0,유연탄
중국,2021,41740.0,248442.0,0.0,0.0,유연탄
카자흐스탄,2021,,,,,유연탄
캐나다,2021,1172955.0,9991706.0,0.0,0.0,유연탄
콜롬비아,2021,285969.0,2793417.0,0.0,0.0,유연탄
튀르키예,2021,0.0,0.0,0.0,0.0,유연탄
페루,2021,,,,,유연탄
필리핀,2021,26734.0,380506.0,0.0,0.0,유연탄
호주,2021,7290879.0,57696256.0,0.0,0.0,유연탄
남아프리카공화국,2022,1344575.0,6055282.0,0.0,0.0,유연탄
네덜란드,2022,0.0,0.0,0.0,0.0,유연탄
뉴질랜드,2022,83844.0,266863.0,0.0,0.0,유연탄
덴마크,2022,,,,,유연탄
러시아연방,2022,5044346.0,24389921.0,0.0,0.0,유연탄
말레이시아,2022,0.0,0.0,0.0,0.0,유연탄
모잠비크,2022,548024.0,1591823.0,0.0,0.0,유연탄
몽골,2022,,,,,유연탄
미 국,2022,881128.0,4612012.0,0.0,0.0,유연탄
브라질,2022,2.0,0.0,0.0,0.0,유연탄
사우디아라비아,2022,16740.0,80000.0,0.0,0.0,유연탄
스위스,2022,20548.0,79148.0,0.0,0.0,유연탄
싱가포르,2022,16303.0,61750.0,0.0,0.0,유연탄
UAE,2022,8669.0,37526.0,0.0,0.0,유연탄
에스토니아,2022,0.0,0.0,0.0,0.0,유연탄
영국,2022,0.0,0.0,0.0,0.0,유연탄
인도,2022,,,,,유연탄
인도네시아,2022,3240179.0,24616912.0,0.0,0.0,유연탄
일본,2022,,,,,유연탄
중국,2022,109612.0,353901.0,0.0,0.0,유연탄
카자흐스탄,2022,0.0,0.0,0.0,0.0,유연탄
캐나다,2022,2623922.0,8627632.0,0.0,0.0,유연탄
콜롬비아,2022,404802.0,1750612.0,0.0,0.0,유연탄
튀르키예,2022,,,,,유연탄
페루,2022,1.0,0.0,0.0,0.0,유연탄
필리핀,2022,283954.0,2028751.0,0.0,0.0,유연탄
호주,2022,11603948.0,43199502.0,0.0,0.0,유연탄
미국,2021,0.0,0.0,0.0,0.0,갈탄
인도,2021,0.0,1.0,0.0,0.0,갈탄
인도네시아,2021,,,,,갈탄
중국,2021,,,,,갈탄
캐나다,2021,0.0,0.0,0.0,0.0,갈탄
호주,2021,26.0,25.0,0.0,0.0,갈탄
미국,2022,14.0,23.0,0.0,0.0,갈탄
인도,2022,,,,,갈탄
인도네시아,2022,0.0,0.0,0.0,0.0,갈탄
중국,2022,5.0,20.0,0.0,0.0,갈탄
캐나다,2022,45.0,63.0,0.0,0.0,갈탄
호주,2022,,,,,갈탄
그리스,2021,22.0,43.0,0.0,0.0,토탄
네덜란드,2021,2073.0,6561.0,0.0,0.0,토탄
네팔,2021,0.0,0.0,0.0,0.0,토탄
덴마크,2021,11.0,21.0,0.0,0.0,토탄
독일,2021,792.0,3109.0,0.0,0.0,토탄
라트비아,2021,15832.0,64260.0,0.0,0.0,토탄
러시아연방,2021,2430.0,26674.0,0.0,0.0,토탄
리투아니아,2021,1292.0,4454.0,0.0,0.0,토탄
말레이시아,2021,,,,,토탄
몽골,2021,,,,,토탄
미국,2021,43.0,43.0,0.0,0.0,토탄
미얀마,2021,0.0,0.0,9.0,18.0,토탄
베트남,2021,0.0,0.0,0.0,1.0,토탄
벨기에,2021,378.0,1033.0,0.0,0.0,토탄
벨라루스,2021,,,,,토탄
스리랑카,2021,0.0,0.0,0.0,0.0,토탄
스웨덴,2021,,,,,토탄
싱가포르,2021,,,,,토탄
UAE,2021,0.0,0.0,0.0,0.0,토탄
아일랜드,2021,,,,,토탄
에스토니아,2021,1889.0,8095.0,0.0,0.0,토탄
우크라이나,2021,5.0,25.0,0.0,0.0,토탄
이탈리아,2021,16.0,25.0,0.0,0.0,토탄
인도,2021,0.0,0.0,2.0,19.0,토탄
인도네시아,2021,,,,,토탄
일본,2021,0.0,0.0,73.0,20.0,토탄
중국,2021,21.0,100.0,0.0,0.0,토탄
캐나다,2021,1421.0,3364.0,0.0,0.0,토탄
폴란드,2021,253.0,747.0,0.0,0.0,토탄
프랑스,2021,,,,,토탄
핀란드,2021,0.0,0.0,0.0,0.0,토탄
호주,2021,2279.0,26500.0,0.0,0.0,토탄
그리스,2022,10.0,24.0,0.0,0.0,토탄
네덜란드,2022,1630.0,4842.0,0.0,0.0,토탄
네팔,2022,0.0,0.0,,,토탄
덴마크,2022,7.0,19.0,0.0,0.0,토탄
독일,2022,187.0,663.0,0.0,0.0,토탄
라트비아,2022,13998.0,56607.0,0.0,0.0,토탄
러시아연방,2022,2543.0,27100.0,0.0,0.0,토탄
리투아니아,2022,1962.0,6136.0,0.0,0.0,토탄
말레이시아,2022,0.0,0.0,0.0,0.0,토탄
몽골,2022,0.0,0.0,8.0,5.0,토탄
미국,2022,46.0,34.0,0.0,0.0,토탄
미얀마,2022,,,,,토탄
베트남,2022,0.0,0.0,0.0,1.0,토탄
벨기에,2022,556.0,1643.0,0.0,0.0,토탄
벨라루스,2022,2.0,20.0,0.0,0.0,토탄
스리랑카,2022,,,,,토탄
스웨덴,2022,114.0,130.0,0.0,0.0,토탄
싱가포르,2022,0.0,0.0,0.0,2.0,토탄
UAE,2022,,,,,토탄
아일랜드,2022,0.0,0.0,0.0,0.0,토탄
에스토니아,2022,1679.0,6745.0,0.0,0.0,토탄
우크라이나,2022,,,,,토탄
이탈리아,2022,10.0,18.0,0.0,0.0,토탄
인도,2022,,,,,토탄
인도네시아,2022,0.0,0.0,6.0,7.0,토탄
일본,2022,36.0,2.0,26.0,7.0,토탄
중국,2022,281.0,1000.0,0.0,0.0,토탄
캐나다,2022,1671.0,2891.0,0.0,0.0,토탄
폴란드,2022,592.0,2310.0,0.0,0.0,토탄
프랑스,2022,0.0,0.0,0.0,0.0,토탄
핀란드,2022,0.0,0.0,0.0,0.0,토탄
호주,2022,,,,,토탄
