2011 »ý»ê·®,2012 »ý»ê·®,2013 »ý»ê·®,2014 »ý»ê·®,2015 »ý»ê·®,2016 »ý»ê·®,2017 »ý»ê·®,2018 »ý»ê·®,2019 »ý»ê·®,2020 »ý»ê·®,2021 »ý»ê·®,2022 »ý»ê·®,2023 »ý»ê·®,±¤Á¾,±¹°¡,´ÜÀ§,´ë·ú,Ç°¸ñ
48.400,50.605,50.917,56.827,34.300,17.636,21.607,31.151,43.579,45.000,36.700,36.698,36.704,Àº,Honduras,Åæ,AMERICA,mine
4777.710,5358.195,5820.991,5766.664,5974.821,5408.521,5394.479,6049.000,5840.011,5540.888,6097.531,6191.114,6263.385,Àº,Mexico,Åæ,AMERICA,mine
7.989,10.191,13.746,13.560,18.000,21.204,15.419,11.263,17.362,24.481,21.460,21.697,37.056,Àº,Nicaragua,Åæ,AMERICA,mine
3414.009,3480.641,3674.283,3777.384,4102.110,4375.813,4418.041,4160.200,3860.300,2771.825,3309.647,3083.000,3043.043,Àº,Peru,Åæ,AMERICA,mine
1120.000,1060.000,1050.400,1180.000,1090.000,1150.000,1026.400,924.700,971.000,985.700,1010.000,1010.000,998.000,Àº,U.S.A.,Åæ,AMERICA,mine
1725.000,1728.000,1840.246,1848.000,1430.300,1418.200,1120.000,1254.300,1325.000,1337.000,1329.718,1169.253,1012.811,Àº,Australia,Åæ,OCEANIA,mine
0.417,0.342,0.462,0.361,0.354,0.354,0.350,0.413,0.692,0.500,0.622,0.403,0.701,Àº,Fiji,Åæ,OCEANIA,mine
14.324,5.630,11.223,15.812,12.498,7.960,8.020,6.332,4.060,1.393,1.393,1.392,1.392,Àº,New Zealand,Åæ,OCEANIA,mine
93.310,81.300,90.192,84.300,71.600,100.000,66.000,93.000,147.000,130.000,90.200,84.000,84.000,Àº,Papua New Guinea,Åæ,OCEANIA,mine
0.040,0.042,0.084,0.075,0.042,0.054,0.079,0.109,0.105,0.101,0.108,0.060,0.060,ÁÖ¼®,Portugal,ÃµÅæ,EUROPE,mine
0.075,0.245,0.250,0.321,0.578,0.627,1.011,1.531,0.147,0.270,0.296,2.900,3.003,ÁÖ¼®,Russia,ÃµÅæ,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.007,0.023,0.032,2.264,2.538,2.920,0.112,0.120,ÁÖ¼®,Spain,ÃµÅæ,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.160,0.255,0.230,0.000,0.000,0.000,0.000,0.000,ÁÖ¼®,United Kingdom,ÃµÅæ,EUROPE,mine
0.000,0.000,0.000,0.000,0.054,0.051,0.123,0.126,0.143,0.106,0.127,0.093,0.021,ÁÖ¼®,Burundi,ÃµÅæ,AFRICA,mine
3.008,10.390,3.427,4.094,4.385,6.504,10.231,8.952,12.531,13.526,10.969,12.493,12.568,ÁÖ¼®,Democratic Republic Congo,ÃµÅæ,AFRICA,mine
0.000,0.006,0.087,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,ÁÖ¼®,Egypt,ÃµÅæ,AFRICA,mine
,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.242,0.470,0.538,0.877,ÁÖ¼®,Namibia,ÃµÅæ,AFRICA,mine
1.800,2.400,2.590,2.485,2.364,3.443,8.626,7.853,7.020,5.974,6.949,8.342,7.681,ÁÖ¼®,Nigeria,ÃµÅæ,AFRICA,mine
5.485,3.493,3.600,4.447,2.423,2.237,2.972,2.968,2.769,2.002,2.044,2.476,2.400,ÁÖ¼®,Rwanda,ÃµÅæ,AFRICA,mine
0.000,0.000,0.000,0.000,0.120,0.104,0.068,0.006,0.018,0.100,1.200,0.120,0.120,ÁÖ¼®,Tanzania,ÃµÅæ,AFRICA,mine
0.000,0.000,0.000,0.000,0.120,0.000,0.066,0.053,0.050,0.000,0.000,0.000,0.000,ÁÖ¼®,Uganda,ÃµÅæ,AFRICA,mine
127.400,115.700,101.200,102.100,110.200,97.200,112.200,127.000,134.300,161.300,152.200,102.000,99.500,ÁÖ¼®,China,ÃµÅæ,ASIA,mine
78.000,90.000,84.000,69.600,68.400,60.000,82.800,84.000,86.400,65.400,60.000,60.000,60.000,ÁÖ¼®,Indonesia,ÃµÅæ,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,ÁÖ¼®,Kazakhstan,ÃµÅæ,ASIA,mine
0.210,0.594,0.535,0.782,0.692,1.005,0.975,1.400,0.526,0.601,0.891,1.128,1.267,ÁÖ¼®,Laos,ÃµÅæ,ASIA,mine
3.346,3.725,3.688,3.777,4.104,4.123,4.819,3.868,3.596,3.183,3.180,3.516,3.734,ÁÖ¼®,Malaysia,ÃµÅæ,ASIA,mine
0.024,0.024,0.072,0.072,0.040,0.036,0.050,0.060,0.030,0.120,0.120,0.120,0.120,ÁÖ¼®,Mongolia,ÃµÅæ,ASIA,mine
2.063,5.000,19.000,35.000,58.000,60.000,58.907,45.900,45.000,29.100,29.544,37.683,40.157,ÁÖ¼®,Myanmar,ÃµÅæ,ASIA,mine
0.252,0.199,0.119,0.118,0.045,0.058,0.341,0.073,0.050,0.221,0.720,0.720,0.720,ÁÖ¼®,Thailand,ÃµÅæ,ASIA,mine
5.400,3.191,5.130,4.072,4.399,4.468,4.950,5.470,5.520,5.420,5.400,5.400,5.400,ÁÖ¼®,Vietnam,ÃµÅæ,ASIA,mine
20.373,19.701,19.287,19.791,20.135,17.461,18.386,17.251,17.194,14.710,19.628,17.613,17.783,ÁÖ¼®,Bolivia,ÃµÅæ,AMERICA,mine
10.725,13.667,16.830,25.534,18.824,15.183,17.081,17.591,14.867,16.893,15.517,18.000,18.000,ÁÖ¼®,Brazil,ÃµÅæ,AMERICA,mine
28.882,26.105,23.668,23.105,19.511,18.789,17.790,18.601,19.853,20.647,26.995,28.231,26.231,ÁÖ¼®,Peru,ÃµÅæ,AMERICA,mine
13.874,6.158,6.472,6.898,7.158,6.635,7.402,6.871,7.738,8.118,8.772,9.201,9.852,ÁÖ¼®,Australia,ÃµÅæ,OCEANIA,mine
10.008,11.350,10.346,9.718,8.788,8.474,9.652,9.329,9.296,8.980,9.988,8.471,8.400,ÁÖ¼®,Belgium,ÃµÅæ,EUROPE,refined
0.820,1.375,1.900,2.253,2.171,2.903,3.422,3.774,3.985,3.910,4.617,4.275,3.988,ÁÖ¼®,Poland,ÃµÅæ,EUROPE,refined
0.700,0.900,0.500,0.120,0.000,0.000,0.800,1.000,1.500,1.500,1.800,1.800,1.800,ÁÖ¼®,Russia,ÃµÅæ,EUROPE,refined
0.600,0.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,ÁÖ¼®,Nigeria,ÃµÅæ,AFRICA,refined
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.300,0.300,ÁÖ¼®,Rwanda,ÃµÅæ,AFRICA,refined
155.499,147.863,159.601,187.100,167.200,182.681,178.400,177.717,180.985,202.910,200.488,165.917,169.047,ÁÖ¼®,China,ÃµÅæ,ASIA,refined
3.600,3.600,3.750,4.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,ÁÖ¼®,India,ÃµÅæ,ASIA,refined
73.000,79.800,63.000,64.800,67.350,52.300,72.000,81.427,81.600,74.000,72.400,74.400,74.400,ÁÖ¼®,Indonesia,ÃµÅæ,ASIA,refined
1.067,1.136,1.784,1.746,1.659,1.620,1.624,1.647,1.551,1.507,1.878,1.541,1.765,ÁÖ¼®,Japan,ÃµÅæ,ASIA,refined
40.267,37.791,32.668,36.694,30.261,26.458,27.211,27.197,23.682,22.356,13.257,18.661,20.758,ÁÖ¼®,Malaysia,ÃµÅæ,ASIA,refined
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,ÁÖ¼®,Singapore,ÃµÅæ,ASIA,refined
0.000,0.000,2.400,2.600,2.700,2.800,3.000,2.800,3.800,3.700,3.600,3.600,3.600,ÁÖ¼®,Taiwan,ÃµÅæ,ASIA,refined
23.864,22.847,22.984,16.338,10.502,11.088,10.601,10.880,9.597,11.307,12.069,9.483,9.209,ÁÖ¼®,Thailand,ÃµÅæ,ASIA,refined
3.900,3.095,4.961,4.688,4.382,4.419,4.440,4.900,4.800,4.600,4.560,4.560,4.560,ÁÖ¼®,Vietnam,ÃµÅæ,ASIA,refined
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,ÁÖ¼®,Argentina,ÃµÅæ,AMERICA,refined
14.518,14.280,14.863,15.402,15.464,16.810,16.120,15.610,15.111,10.415,16.258,14.825,15.674,ÁÖ¼®,Bolivia,ÃµÅæ,AMERICA,refined
9.382,11.955,14.721,22.334,16.531,12.542,13.796,13.500,11.928,12.000,12.000,15.000,15.000,ÁÖ¼®,Brazil,ÃµÅæ,AMERICA,refined
32.290,24.811,24.181,24.462,20.396,19.390,17.906,18.255,19.491,19.585,25.947,26.630,25.304,ÁÖ¼®,Peru,ÃµÅæ,AMERICA,refined
0.000,0.000,0.000,0.014,0.022,0.041,0.021,0.062,0.131,0.100,0.100,0.100,0.100,ÁÖ¼®,Australia,ÃµÅæ,OCEANIA,refined
9.354,7.400,9.100,8.500,6.202,4.735,5.784,6.915,7.205,7.637,8.655,5.454,4.082,¾Æ¿¬,Armenia,ÃµÅæ,EUROPE,mine
6.774,7.235,8.779,7.792,9.687,9.365,10.152,10.226,9.200,11.598,7.168,7.577,5.354,¾Æ¿¬,Bosnia,ÃµÅæ,EUROPE,mine
14.045,13.600,13.905,11.891,16.349,18.800,19.300,20.400,21.800,14.700,21.624,26.621,21.054,¾Æ¿¬,Bulgaria,ÃµÅæ,EUROPE,mine
64.115,52.197,40.957,45.288,25.332,45.852,66.284,85.067,69.800,61.213,59.100,62.433,62.400,¾Æ¿¬,Finland,ÃµÅæ,EUROPE,mine
21.215,20.760,22.865,23.617,27.700,18.900,14.200,21.910,22.120,28.000,22.600,27.044,31.410,¾Æ¿¬,Greece,ÃµÅæ,EUROPE,mine
344.463,337.573,326.654,282.625,236.372,146.580,130.600,131.742,122.463,127.008,112.249,103.264,53.327,¾Æ¿¬,Ireland,ÃµÅæ,EUROPE,mine
2.900,3.892,8.263,11.197,4.083,6.461,4.500,7.032,3.100,3.900,7.673,1.846,3.002,¾Æ¿¬,Kosovo,ÃµÅæ,EUROPE,mine
28.133,28.037,30.908,31.570,29.150,24.871,27.846,29.715,30.603,31.088,30.074,29.506,27.485,¾Æ¿¬,Macedonia,ÃµÅæ,EUROPE,mine
3.336,4.560,4.642,7.170,7.045,10.707,10.198,10.709,9.500,10.124,9.400,6.763,6.732,¾Æ¿¬,Montenegro,ÃµÅæ,EUROPE,mine
87.200,77.000,75.000,56.000,53.000,50.000,45.000,42.000,37.600,35.900,0.000,6.300,6.300,¾Æ¿¬,Poland,ÃµÅæ,EUROPE,mine
4.228,30.006,53.382,67.378,61.921,69.527,71.356,145.000,161.600,176.800,189.858,193.778,234.881,¾Æ¿¬,Portugal,ÃµÅæ,EUROPE,mine
8.796,8.373,2.040,3.324,3.085,1.597,0.821,0.343,0.240,0.100,2.500,6.972,1.137,¾Æ¿¬,Romania,ÃµÅæ,EUROPE,mine
197.000,189.000,193.000,192.000,201.000,248.000,275.000,285.000,275.000,260.700,280.000,293.000,295.400,¾Æ¿¬,Russia,ÃµÅæ,EUROPE,mine
3.098,6.016,5.805,6.156,4.011,4.011,3.905,3.844,6.900,6.498,6.442,6.542,6.728,¾Æ¿¬,Serbia,ÃµÅæ,EUROPE,mine
33.200,32.580,32.710,28.260,64.046,76.300,70.500,106.400,91.000,90.400,90.000,78.197,89.242,¾Æ¿¬,Spain,ÃµÅæ,EUROPE,mine
194.021,188.325,176.582,221.800,246.983,258.300,251.200,237.721,247.700,235.400,236.400,250.461,235.852,¾Æ¿¬,Sweden,ÃµÅæ,EUROPE,mine
0.000,0.000,0.000,0.000,0.100,0.300,0.500,0.500,0.498,1.600,0.930,1.200,1.200,¾Æ¿¬,Algeria,ÃµÅæ,AFRICA,mine
0.000,0.000,32.215,75.259,68.800,81.400,92.700,99.210,106.700,79.000,84.200,94.587,102.000,¾Æ¿¬,Burkina Faso,ÃµÅæ,AFRICA,mine
0.000,0.000,0.000,0.000,0.000,0.500,4.300,0.500,4.800,1.100,2.560,2.600,4.036,¾Æ¿¬,Congo,ÃµÅæ,AFRICA,mine
7.381,5.286,6.057,7.292,7.097,6.291,6.662,1.000,1.603,15.307,8.683,6.734,6.095,¾Æ¿¬,Democratic Republic Congo,ÃµÅæ,AFRICA,mine
0.000,0.000,0.000,0.000,0.000,40.900,94.000,125.000,121.304,121.882,129.600,121.000,111.750,¾Æ¿¬,Eritrea,ÃµÅæ,AFRICA,mine
45.100,47.600,41.800,45.400,53.700,48.959,52.000,57.700,43.600,35.800,49.500,50.302,60.856,¾Æ¿¬,Morocco,ÃµÅæ,AFRICA,mine
192.531,193.607,187.456,172.769,123.691,118.543,134.387,123.058,124.600,62.300,41.208,43.243,39.644,¾Æ¿¬,Nambia,ÃµÅæ,AFRICA,mine
3.140,13.783,6.818,7.007,14.012,14.035,22.000,11.751,23.285,26.892,32.200,18.913,6.962,¾Æ¿¬,Nigeria,ÃµÅæ,AFRICA,mine
36.629,37.034,30.145,26.141,29.040,26.695,30.778,28.129,125.157,160.816,193.785,224.356,200.045,¾Æ¿¬,South Africa,ÃµÅæ,AFRICA,mine
0.564,7.413,7.721,7.369,0.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Tunisia,ÃµÅæ,AFRICA,mine
4050.000,4859.100,5187.700,5118.400,4748.900,4710.500,3868.450,3721.093,3685.821,4058.000,4737.013,4734.608,4790.387,¾Æ¿¬,China,ÃµÅæ,ASIA,mine
824.900,725.000,816.400,712.100,821.000,646.000,827.800,747.003,712.600,726.919,785.000,851.501,890.983,¾Æ¿¬,India,ÃµÅæ,ASIA,mine
0.000,0.000,0.000,0.735,21.263,8.541,13.865,20.074,21.000,20.000,15.151,18.163,20.612,¾Æ¿¬,Indonesia,ÃµÅæ,ASIA,mine
138.000,138.000,130.000,150.000,168.200,135.000,140.000,145.000,150.000,150.000,150.000,156.000,159.600,¾Æ¿¬,Iran,ÃµÅæ,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Japan,ÃµÅæ,ASIA,mine
376.700,370.500,417.000,386.000,383.700,365.600,347.000,344.900,244.700,335.000,326.900,326.900,248.000,¾Æ¿¬,Kazakhstan,ÃµÅæ,ASIA,mine
2.246,1.208,2.000,2.000,0.000,0.804,5.735,3.200,1.301,1.096,5.400,5.400,5.400,¾Æ¿¬,Laos,ÃµÅæ,ASIA,mine
52.350,59.550,52.050,46.600,44.800,50.100,41.350,43.950,41.600,38.150,39.501,31.564,141.025,¾Æ¿¬,Mongolia,ÃµÅæ,ASIA,mine
9.294,8.009,4.800,6.118,4.840,6.515,13.100,17.715,21.300,19.000,10.000,13.274,22.251,¾Æ¿¬,Myanmar,ÃµÅæ,ASIA,mine
36.000,36.000,36.136,37.261,45.332,66.469,35.671,35.000,30.000,28.000,28.000,27.900,27.900,¾Æ¿¬,North Korea,ÃµÅæ,ASIA,mine
13.958,1.700,0.000,0.000,0.000,9.242,26.828,32.374,37.364,35.054,35.391,42.349,69.464,¾Æ¿¬,Pakistan,ÃµÅæ,ASIA,mine
18.174,19.561,16.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Philippines,ÃµÅæ,ASIA,mine
6.762,21.200,26.300,19.636,25.000,4.200,21.800,22.800,32.000,32.000,27.000,27.470,29.578,¾Æ¿¬,Saudi Arabia,ÃµÅæ,ASIA,mine
1.486,1.278,1.148,1.919,2.070,2.260,3.321,3.656,4.106,4.252,4.372,4.850,3.824,¾Æ¿¬,South Korea,ÃµÅæ,ASIA,mine
0.091,29.888,24.393,47.863,50.469,73.928,92.900,84.300,90.000,90.000,70.600,70.600,70.800,¾Æ¿¬,Tajikistan,ÃµÅæ,ASIA,mine
22.259,28.300,30.000,39.100,34.700,34.500,1.182,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Thailand,ÃµÅæ,ASIA,mine
158.100,212.656,195.000,225.568,107.824,78.006,146.990,157.265,117.092,136.300,171.700,191.969,174.110,¾Æ¿¬,Turkey,ÃµÅæ,ASIA,mine
0.000,0.000,8.000,8.000,40.000,45.000,47.200,38.400,35.400,37.200,42.000,44.500,44.400,¾Æ¿¬,Uzbekistan,ÃµÅæ,ASIA,mine
34.000,25.000,20.000,17.000,15.000,12.000,12.000,12.000,12.000,12.000,11.383,15.935,21.210,¾Æ¿¬,Vietnam,ÃµÅæ,ASIA,mine
35.081,39.600,41.963,28.000,30.500,22.800,23.390,22.100,14.900,7.700,6.200,4.689,3.993,¾Æ¿¬,Argentina,ÃµÅæ,AMERICA,mine
427.129,389.822,407.332,448.653,442.154,487.000,527.200,519.630,527.521,358.410,499.257,517.524,566.103,¾Æ¿¬,Bolivia,ÃµÅæ,AMERICA,mine
197.840,164.258,152.147,169.776,157.000,159.000,156.470,169.783,163.400,174.500,159.900,151.000,168.900,¾Æ¿¬,Brazil,ÃµÅæ,AMERICA,mine
622.600,641.113,426.544,352.125,289.584,321.759,346.776,305.000,335.806,247.100,310.200,116.533,99.791,¾Æ¿¬,Canada,ÃµÅæ,AMERICA,mine
36.602,26.762,29.759,45.100,48.100,42.870,29.000,26.800,5.600,28.662,27.915,23.578,39.995,¾Æ¿¬,Chile,ÃµÅæ,AMERICA,mine
,0.000,0.000,0.000,4.700,3.600,3.900,4.000,5.500,2.400,6.000,6.655,11.625,¾Æ¿¬,Dominican Republic,ÃµÅæ,AMERICA,mine
0.000,3.300,0.985,10.652,13.297,14.975,7.949,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Guatemala,ÃµÅæ,AMERICA,mine
10.000,26.000,25.000,30.000,22.100,28.400,20.436,28.050,29.222,27.000,32.000,16.061,8.957,¾Æ¿¬,Honduras,ÃµÅæ,AMERICA,mine
631.859,660.349,642.542,659.878,694.544,661.188,674.300,636.821,676.677,688.461,742.926,743.757,656.935,¾Æ¿¬,Mexico,ÃµÅæ,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.325,0.177,0.108,0.108,0.108,¾Æ¿¬,Nicaragua,ÃµÅæ,AMERICA,mine
1255.899,1281.230,1351.273,1318.660,1421.513,1337.100,1473.037,1470.000,1404.382,1334.570,1532.043,1370.000,1468.420,¾Æ¿¬,Peru,ÃµÅæ,AMERICA,mine
769.000,738.000,784.000,832.000,807.500,804.800,773.800,838.000,753.000,718.000,704.000,761.000,767.000,¾Æ¿¬,U.S.A.,ÃµÅæ,AMERICA,mine
1510.000,1499.000,1481.000,1505.000,1610.000,884.800,852.000,1147.000,1337.300,1314.900,1315.162,1237.474,1094.396,¾Æ¿¬,Australia,ÃµÅæ,OCEANIA,mine
282.000,250.000,252.000,262.000,260.000,236.000,249.000,275.000,271.200,270.000,270.000,254.000,254.400,¾Æ¿¬,Belgium,ÃµÅæ,EUROPE,slab
88.411,73.558,75.830,76.293,75.095,75.811,73.715,73.710,73.500,74.500,72.418,72.527,75.000,¾Æ¿¬,Bulgaria,ÃµÅæ,EUROPE,slab
307.352,314.742,311.686,302.024,305.697,290.599,284.992,295.029,290.844,297.257,292.648,294.122,293.960,¾Æ¿¬,Finland,ÃµÅæ,EUROPE,slab
164.000,161.000,152.000,171.000,169.000,149.000,166.000,155.000,142.000,166.000,165.000,124.800,124.800,¾Æ¿¬,France,ÃµÅæ,EUROPE,slab
169.896,169.401,162.229,169.900,173.500,168.800,174.000,177.500,182.000,175.000,180.000,135.000,130.200,¾Æ¿¬,Germany,ÃµÅæ,EUROPE,slab
110.200,97.200,111.000,188.600,195.500,195.300,183.000,187.200,188.500,181.100,179.800,119.700,119.700,¾Æ¿¬,Italy,ÃµÅæ,EUROPE,slab
261.000,257.000,275.000,290.000,291.000,283.000,248.000,268.000,240.000,250.000,255.600,255.600,255.600,¾Æ¿¬,Netherlands,ÃµÅæ,EUROPE,slab
153.200,152.647,143.444,165.600,162.878,170.541,172.086,190.570,195.374,191.576,180.323,181.139,165.231,¾Æ¿¬,Norway,ÃµÅæ,EUROPE,slab
144.100,138.300,146.300,154.000,161.500,161.200,162.000,160.000,159.400,160.300,164.700,161.900,137.573,¾Æ¿¬,Poland,ÃµÅæ,EUROPE,slab
246.223,250.000,216.200,223.300,230.000,255.000,256.700,254.600,207.000,212.000,200.000,195.000,199.400,¾Æ¿¬,Russia,ÃµÅæ,EUROPE,slab
511.092,483.000,481.000,498.000,498.000,500.000,507.000,511.000,507.900,504.100,505.000,505.000,505.000,¾Æ¿¬,Spain,ÃµÅæ,EUROPE,slab
6.561,6.957,3.900,8.074,0.713,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Ukraine,ÃµÅæ,EUROPE,slab
33.461,21.977,14.687,13.171,7.557,3.100,1.472,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Algeria,ÃµÅæ,AFRICA,slab
146.000,144.508,128.291,118.665,71.818,88.650,83.767,67.122,72.366,16.206,0.000,0.000,0.000,¾Æ¿¬,Namibia,ÃµÅæ,AFRICA,slab
73.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,South Africa,ÃµÅæ,AFRICA,slab
5212.200,4881.200,5279.600,5807.000,6115.900,6196.000,6143.900,5607.103,6135.664,6424.873,6561.000,6802.000,7152.000,¾Æ¿¬,China,ÃµÅæ,ASIA,slab
788.201,690.769,772.551,700.000,821.282,615.841,791.500,776.006,691.000,716.000,761.147,817.000,816.000,¾Æ¿¬,India,ÃµÅæ,ASIA,slab
132.000,148.000,140.000,145.000,138.000,135.000,135.000,140.000,144.000,135.000,140.000,139.600,144.000,¾Æ¿¬,Iran,ÃµÅæ,ASIA,slab
544.674,571.312,587.291,583.021,566.619,533.689,523.919,521.110,526.717,501.146,517.167,516.637,484.673,¾Æ¿¬,Japan,ÃµÅæ,ASIA,slab
319.847,319.847,319.897,324.754,324.340,325.510,329.178,328.764,295.400,311.322,326.883,269.200,279.906,¾Æ¿¬,Kazakhstan,ÃµÅæ,ASIA,slab
42.000,32.000,32.000,27.000,15.000,17.000,15.000,12.000,12.000,15.000,12.000,12.000,12.000,¾Æ¿¬,North Korea,ÃµÅæ,ASIA,slab
828.200,876.817,894.789,915.081,929.800,1009.100,961.900,988.600,950.000,980.000,960.000,914.414,934.245,¾Æ¿¬,South Korea,ÃµÅæ,ASIA,slab
103.366,107.700,78.000,65.700,74.100,73.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Thailand,ÃµÅæ,ASIA,slab
54.900,61.100,54.000,66.000,72.000,77.851,70.000,78.000,80.000,80.000,90.000,87.500,84.000,¾Æ¿¬,Uzbekistan,ÃµÅæ,ASIA,slab
15.600,15.600,12.000,12.000,12.000,12.000,10.000,10.000,10.000,10.000,9.600,9.600,9.600,¾Æ¿¬,Vietnam,ÃµÅæ,ASIA,slab
43.600,38.400,39.649,29.100,30.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Argentina,ÃµÅæ,AMERICA,slab
284.770,246.526,245.400,246.100,231.000,284.500,245.200,251.000,195.784,247.000,240.000,230.000,229.600,¾Æ¿¬,Brazil,ÃµÅæ,AMERICA,slab
662.151,648.619,651.637,649.218,683.118,691.400,598.438,620.202,654.971,685.400,639.843,569.613,502.000,¾Æ¿¬,Canada,ÃµÅæ,AMERICA,slab
322.116,323.569,322.781,320.924,326.834,321.166,327.000,335.942,393.418,368.200,357.000,328.727,344.151,¾Æ¿¬,Mexico,ÃµÅæ,AMERICA,slab
313.714,319.280,346.361,336.454,335.422,341.518,312.339,333.677,356.925,318.619,320.000,349.500,346.072,¾Æ¿¬,Peru,ÃµÅæ,AMERICA,slab
248.000,261.000,233.000,180.000,172.000,126.000,132.000,116.000,115.000,180.000,216.000,216.000,220.000,¾Æ¿¬,U.S.A.,ÃµÅæ,AMERICA,slab
517.000,508.000,504.000,488.000,489.000,470.000,471.000,491.000,436.000,447.300,432.512,385.032,467.044,¾Æ¿¬,Australia,ÃµÅæ,OCEANIA,slab
